Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	Peak Freq (Hz)	High Freq (Hz)	Delta Time (s)	File Offset (s)	Begin Path	Begin File	Class	Sound type	Comments
543	Spectrogram 1	1	1062.993834770	1063.150854256	39.2	41.0	130.7	0.157	1062.994	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
544	Spectrogram 1	1	1066.632992277	1066.780775323	39.2	41.0	160.1	0.148	1066.633	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
545	Spectrogram 1	1	1068.193950700	1068.350970187	39.2	90.8	137.3	0.157	1068.194	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
546	Spectrogram 1	1	1068.886683728	1069.126831178	35.9	38.1	143.8	0.240	1068.887	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
547	Spectrogram 1	1	1075.439032238	1075.605288165	26.1	29.3	297.4	0.166	1075.439	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	coincides with a non-biological pop
548	Spectrogram 1	1	1086.175488236	1086.526472971	22.9	38.1	212.4	0.351	1086.175	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
549	Spectrogram 1	1	1086.785093301	1086.942112787	39.2	90.8	205.9	0.157	1086.785	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
550	Spectrogram 1	1	1090.119448276	1090.451960129	32.7	35.2	209.2	0.333	1090.119	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
551	Spectrogram 1	1	1092.151465158	1092.447031250	49.0	93.8	284.3	0.296	1092.151	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	coincides with a non-biological pop
552	Spectrogram 1	1	1094.091109016	1094.322020025	32.7	93.8	235.3	0.231	1094.091	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
553	Spectrogram 1	1	1097.462409752	1097.702557202	32.7	93.8	562.1	0.240	1097.462	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
554	Spectrogram 1	1	1097.970413973	1098.127433459	22.9	29.3	156.9	0.157	1097.970	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
555	Spectrogram 1	1	1102.804784573	1102.980276940	32.7	79.1	366.0	0.175	1102.805	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
556	Spectrogram 1	1	1112.405158405	1112.968581268	29.4	35.2	274.5	0.563	1112.405	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
557	Spectrogram 1	1	1114.437175287	1114.584958333	32.7	35.2	362.7	0.148	1114.437	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
558	Spectrogram 1	1	1114.815869343	1114.935943068	22.9	26.4	320.3	0.120	1114.816	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
559	Spectrogram 1	1	1121.697017421	1121.835564027	26.1	35.2	284.3	0.139	1121.697	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
560	Spectrogram 1	1	1122.472878412	1122.870045348	32.7	35.2	330.1	0.397	1122.473	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
561	Spectrogram 1	1	1123.313394486	1123.627433459	35.9	38.1	196.1	0.314	1123.313	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
562	Spectrogram 1	1	1126.318949892	1126.632988865	22.9	29.3	405.2	0.314	1126.319	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
563	Spectrogram 1	1	1127.159465966	1127.704415948	29.4	85.0	362.7	0.545	1127.159	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
564	Spectrogram 1	1	1127.815253233	1127.944563398	29.4	35.2	284.3	0.129	1127.815	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
565	Spectrogram 1	1	1128.609587105	1128.738897270	29.4	35.2	330.1	0.129	1128.610	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
566	Spectrogram 1	1	1128.868207435	1129.006754041	29.4	35.2	346.4	0.139	1128.868	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
567	Spectrogram 1	1	1129.283847252	1129.431630298	29.4	38.1	323.5	0.148	1129.284	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
568	Spectrogram 1	1	1129.764142152	1129.884215876	32.7	35.2	320.3	0.120	1129.764	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
569	Spectrogram 1	1	1131.685321749	1131.842341236	29.4	35.2	215.7	0.157	1131.685	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
570	Spectrogram 1	1	1132.525837823	1132.812167475	19.6	20.5	421.6	0.286	1132.526	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
571	Spectrogram 1	1	1133.190861530	1133.578792026	22.9	73.2	326.8	0.388	1133.191	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
572	Spectrogram 1	1	1142.227812500	1143.040619253	26.1	96.7	408.5	0.813	1142.228	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
573	Spectrogram 1	1	1143.160692978	1143.576332795	22.9	26.4	153.6	0.416	1143.161	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
574	Spectrogram 1	1	1144.075100575	1144.213647180	19.6	20.5	379.1	0.139	1144.075	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
575	Spectrogram 1	1	1146.587412356	1146.707486081	26.1	29.3	284.3	0.120	1146.587	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
576	Spectrogram 1	1	1146.781377604	1146.919924210	19.6	20.5	310.5	0.139	1146.781	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
577	Spectrogram 1	1	1147.741967403	1147.917459770	19.6	20.5	166.7	0.175	1147.742	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
578	Spectrogram 1	1	1148.148370779	1148.360808908	32.7	38.1	169.9	0.212	1148.148	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
579	Spectrogram 1	1	1148.988886853	1149.164379221	32.7	35.2	140.5	0.175	1148.989	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
580	Spectrogram 1	1	1149.349108028	1149.663147001	39.2	41.0	209.2	0.314	1149.349	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
581	Spectrogram 1	1	1150.217333423	1150.392825790	26.1	26.4	196.1	0.175	1150.217	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
582	Spectrogram 1	1	1152.345426994	1152.530155801	22.9	35.2	238.6	0.185	1152.345	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
583	Spectrogram 1	1	1152.973504939	1153.167470187	22.9	29.3	254.9	0.194	1152.974	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
584	Spectrogram 1	1	1156.335569235	1156.649608208	19.6	20.5	209.2	0.314	1156.336	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
585	Spectrogram 1	1	1156.862046336	1157.111430226	29.4	38.1	134.0	0.249	1156.862	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
586	Spectrogram 1	1	1158.256748833	1158.423004759	39.2	41.0	402.0	0.166	1158.257	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
587	Spectrogram 1	1	1158.543078484	1158.672388649	29.4	35.2	359.5	0.129	1158.543	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
588	Spectrogram 1	1	1161.147754670	1161.424847881	29.4	93.8	169.9	0.277	1161.148	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
589	Spectrogram 1	1	1161.757359734	1161.932852101	29.4	38.1	160.1	0.175	1161.757	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
590	Spectrogram 1	1	1162.228418193	1162.413147001	26.1	29.3	147.1	0.185	1162.228	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
591	Spectrogram 1	1	1163.294321121	1163.488286369	29.4	35.2	179.7	0.194	1163.294	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
592	Spectrogram 1	1	1169.436553969	1169.584337015	13.1	14.6	248.4	0.148	1169.437	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
593	Spectrogram 1	1	1171.200714080	1171.357733567	22.9	35.2	303.9	0.157	1171.201	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
594	Spectrogram 1	1	1186.536917385	1186.693936871	29.4	35.2	336.6	0.157	1186.537	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
595	Spectrogram 1	1	1186.952557202	1187.081867367	26.1	26.4	359.5	0.129	1186.953	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
596	Spectrogram 1	1	1187.405142780	1187.571398707	26.1	29.3	356.2	0.166	1187.405	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
597	Spectrogram 1	1	1187.636053790	1187.830019037	19.6	20.5	317.0	0.194	1187.636	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
598	Spectrogram 1	1	1187.857728358	1188.051693606	22.9	90.8	202.6	0.194	1187.858	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
599	Spectrogram 1	1	1188.535700790	1188.960577047	26.1	26.4	411.8	0.425	1188.536	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
600	Spectrogram 1	1	1189.209960938	1189.348507543	16.3	20.5	317.0	0.139	1189.210	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
601	Spectrogram 1	1	1189.634837195	1189.884221085	19.6	20.5	320.3	0.249	1189.635	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	double
602	Spectrogram 1	1	1189.995058369	1190.133604975	26.1	29.3	323.5	0.139	1189.995	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
603	Spectrogram 1	1	1191.131140535	1191.288160022	13.1	14.6	336.6	0.157	1191.131	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
604	Spectrogram 1	1	1192.765990481	1192.969192170	26.1	38.1	310.5	0.203	1192.766	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
605	Spectrogram 1	1	1193.449487069	1193.661925198	22.9	26.4	199.3	0.212	1193.449	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
606	Spectrogram 1	1	1194.040619253	1194.225348060	29.4	35.2	173.2	0.185	1194.041	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
607	Spectrogram 1	1	1194.576332795	1194.881135327	22.9	90.8	388.9	0.305	1194.576	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
608	Spectrogram 1	1	1195.176701419	1195.333720905	26.1	26.4	408.5	0.157	1195.177	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
609	Spectrogram 1	1	1195.472267511	1196.248128502	32.7	87.9	552.3	0.776	1195.472	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt-knock	
610	Spectrogram 1	1	1196.257364943	1197.217954741	26.1	29.3	555.6	0.961	1196.257	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
611	Spectrogram 1	1	1197.402683549	1197.541230154	19.6	20.5	549.0	0.139	1197.403	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
612	Spectrogram 1	1	1199.323863147	1199.508591954	29.4	35.2	284.3	0.185	1199.324	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
613	Spectrogram 1	1	1200.709329203	1200.894058010	35.9	105.5	241.8	0.185	1200.709	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
614	Spectrogram 1	1	1201.996906699	1202.163162626	19.6	20.5	114.4	0.166	1201.997	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
615	Spectrogram 1	1	1203.844194774	1204.924858297	22.9	90.8	392.2	1.081	1203.844	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	double
616	Spectrogram 1	1	1205.238897270	1205.368207435	26.1	29.3	375.8	0.129	1205.239	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
617	Spectrogram 1	1	1205.774610812	1205.885448096	29.4	38.1	375.8	0.111	1205.775	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
618	Spectrogram 1	1	1206.855274335	1206.966111620	19.6	20.5	277.8	0.111	1206.855	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
619	Spectrogram 1	1	1207.298623473	1207.437170079	26.1	38.1	268.0	0.139	1207.299	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
620	Spectrogram 1	1	1206.097886225	1206.236432830	16.3	20.5	225.5	0.139	1206.098	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
621	Spectrogram 1	1	1208.092957346	1208.203794630	22.9	38.1	261.4	0.111	1208.093	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
622	Spectrogram 1	1	1208.721035291	1208.822636135	19.6	20.5	258.2	0.102	1208.721	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
623	Spectrogram 1	1	1209.025837823	1209.432241200	26.1	85.0	372.5	0.406	1209.026	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
624	Spectrogram 1	1	1209.801698815	1210.263520833	19.6	20.5	388.9	0.462	1209.802	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
625	Spectrogram 1	1	1210.891598779	1211.011672504	29.4	35.2	392.2	0.120	1210.892	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
626	Spectrogram 1	1	1211.205637751	1211.316475036	29.4	38.1	362.7	0.111	1211.206	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
627	Spectrogram 1	1	1220.510445492	1220.704410740	29.4	38.1	297.4	0.194	1220.510	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
628	Spectrogram 1	1	1228.605279544	1228.771535471	32.7	38.1	179.7	0.166	1228.605	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
629	Spectrogram 1	1	1233.362046336	1233.556011584	35.9	38.1	310.5	0.194	1233.362	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
630	Spectrogram 1	1	1234.442709860	1234.608965787	19.6	20.5	245.1	0.166	1234.443	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
631	Spectrogram 1	1	1234.876822557	1235.024605603	13.1	14.6	480.4	0.148	1234.877	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	knock	
632	Spectrogram 1	1	1237.730882633	1237.897138560	13.1	14.6	467.3	0.166	1237.731	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	knock	
633	Spectrogram 1	1	1244.477196390	1244.606506555	26.1	26.4	349.7	0.129	1244.477	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
634	Spectrogram 1	1	1246.573868355	1246.832488685	26.1	26.4	225.5	0.259	1246.574	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
635	Spectrogram 1	1	1250.157607220	1250.453173312	22.9	175.8	349.7	0.296	1250.158	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
636	Spectrogram 1	1	1250.693320761	1250.841103807	26.1	35.2	320.3	0.148	1250.693	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
637	Spectrogram 1	1	1252.051077496	1252.263515625	35.9	38.1	284.3	0.212	1252.051	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
638	Spectrogram 1	1	1253.523383800	1253.634221085	29.4	38.1	369.3	0.111	1253.523	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
639	Spectrogram 1	1	1253.745058369	1253.874368534	42.5	87.9	137.3	0.129	1253.745	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
640	Spectrogram 1	1	1255.112051545	1255.370671875	35.9	90.8	192.8	0.259	1255.112	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
641	Spectrogram 1	1	1256.903920977	1257.097886225	39.2	79.1	258.2	0.194	1256.904	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
642	Spectrogram 1	1	1257.291851473	1257.421161638	35.9	38.1	307.2	0.129	1257.292	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
643	Spectrogram 1	1	1259.019065823	1259.213031070	29.4	35.2	287.6	0.194	1259.019	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
644	Spectrogram 1	1	1260.330640356	1260.580024246	26.1	29.3	183.0	0.249	1260.331	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
645	Spectrogram 1	1	1260.653915769	1260.829408136	26.1	29.3	169.9	0.175	1260.654	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
646	Spectrogram 1	1	1265.174247396	1265.432867726	29.4	35.2	183.0	0.259	1265.174	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
647	Spectrogram 1	1	1270.041851473	1270.171161638	29.4	35.2	307.2	0.129	1270.042	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
648	Spectrogram 1	1	1271.528918373	1271.926085309	26.1	26.4	297.4	0.397	1271.529	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
649	Spectrogram 1	1	1282.736432830	1282.911925198	26.1	29.3	169.9	0.175	1282.736	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
650	Spectrogram 1	1	1286.384826778	1286.560319145	29.4	164.1	209.2	0.175	1286.385	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
651	Spectrogram 1	1	1287.539381825	1287.677928430	39.2	158.2	212.4	0.139	1287.539	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
652	Spectrogram 1	1	1289.044921606	1289.174231771	29.4	35.2	186.3	0.129	1289.045	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
653	Spectrogram 1	1	1290.526464350	1290.877449084	22.9	26.4	268.0	0.351	1290.526	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
654	Spectrogram 1	1	1292.318333782	1292.687791397	16.3	20.5	268.0	0.369	1292.318	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
655	Spectrogram 1	1	1300.557238596	1300.751203843	29.4	38.1	150.3	0.194	1300.557	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
656	Spectrogram 1	1	1302.127433459	1302.450708872	29.4	99.6	235.3	0.323	1302.127	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	coincides with a non-biological pop
657	Spectrogram 1	1	1305.217024515	1305.429462644	32.7	93.8	222.2	0.212	1305.217	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
658	Spectrogram 1	1	1307.212095636	1307.350642241	19.6	20.5	147.1	0.139	1307.212	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
659	Spectrogram 1	1	1308.089557471	1308.218867636	22.9	29.3	153.6	0.129	1308.090	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
660	Spectrogram 1	1	1309.183169720	1309.552627335	32.7	38.1	209.2	0.369	1309.183	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
661	Spectrogram 1	1	1310.346961207	1310.744128143	22.9	29.3	160.1	0.397	1310.347	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
662	Spectrogram 1	1	1313.339567888	1313.487350934	19.6	20.5	428.1	0.148	1313.340	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	knock-grunt	
663	Spectrogram 1	1	1314.725033944	1315.122200880	26.1	35.2	215.7	0.397	1314.725	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
664	Spectrogram 1	1	1319.204707525	1319.352490571	26.1	29.3	300.7	0.148	1319.205	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
665	Spectrogram 1	1	1322.672084950	1322.847577317	22.9	26.4	307.2	0.175	1322.672	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
666	Spectrogram 1	1	1341.859883890	1341.989194055	29.4	46.9	268.0	0.129	1341.860	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
667	Spectrogram 1	1	1342.072322019	1342.220105065	29.4	120.1	277.8	0.148	1342.072	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
668	Spectrogram 1	1	1343.023675377	1343.476260955	22.9	26.4	258.2	0.453	1343.024	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
670	Spectrogram 1	1	1344.187466864	1344.307540589	32.7	35.2	532.7	0.120	1344.187	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
671	Spectrogram 1	1	1345.000273617	1345.129583782	16.3	20.5	650.3	0.129	1345.000	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
672	Spectrogram 1	1	1345.277366828	1345.425149874	26.1	35.2	673.2	0.148	1345.277	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
673	Spectrogram 1	1	1356.494117726	1356.706555855	9.8	11.7	225.5	0.212	1356.494	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
674	Spectrogram 1	1	1359.551379490	1359.745344738	32.7	38.1	258.2	0.194	1359.551	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
